country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id
AUT;Austria;parliament;2013-09-29;26,8;52;183;SPO;Sozialdemokratische Partei Österreichs;Social Democratic Party of Austria;3,7293;59;802;607;268;973
AUT;Austria;parliament;2013-09-29;24;47;183;OVP;Österreichische Volkspartei;Austrian People's Party;6,4733;59;802;607;268;1013
AUT;Austria;parliament;2013-09-29;20,5;40;183;FPO;Freiheitliche Partei Österreichs;Freedom Party of Austria;8,3494;59;802;607;268;50
AUT;Austria;parliament;2013-09-29;12,4;24;183;Gruene;Die Grünen – Die Grüne Alternative;The Greens -- The Green Alternative;2,4604;59;802;607;268;1429
AUT;Austria;parliament;2013-09-29;5,7;11;183;TS;Team Stronach;Team Stronach;6;59;802;607;268;2150
AUT;Austria;parliament;2013-09-29;5;9;183;NEOS;NEOS – Das Neue Österreich;NEOS -- The New Austria;6;59;802;607;268;2255
AUT;Austria;parliament;2013-09-29;3,5;0;183;BZO;Bündnis Zukunft Österreich;Alliance for the Future of Austria;8,83;59;802;607;268;1536
AUT;Austria;parliament;2013-09-29;1;0;183;KPO;Kommunistische Partei Österreichs;Communist Party of Austria;0,5;59;802;607;268;769
BEL;Belgium;parliament;2014-05-25;20,26;33;150;N-VA;Nieuw-Vlaamse Alliantie;New Flemish Alliance;6,5321;64;816;486;987;501
BEL;Belgium;parliament;2014-05-25;11,67;23;150;PS;Parti Socialiste;Francophone Socialist Party;2,9307;64;816;486;987;1378
BEL;Belgium;parliament;2014-05-25;9,64;20;150;MR;Mouvement Réformateur;Reformist Movement;6,6889;64;816;486;987;915
BEL;Belgium;parliament;2014-05-25;11,61;18;150;CVP;Christelijke Volkspartij;Flemish Christian Peoples Party;5,7667;64;816;486;987;723
BEL;Belgium;parliament;2014-05-25;9,78;14;150;PVV|VLD;Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten;Party of Liberty and Progress | Flemish Liberals and Democrats;7,0053;64;816;486;987;1110
BEL;Belgium;parliament;2014-05-25;8,83;13;150;SP;Socialistische Partij;Socialist Party;3,2459;64;816;486;987;1029
BEL;Belgium;parliament;2014-05-25;4,98;9;150;PSC-CDH;Parti Social Chrétien – Centre Democrate Humaniste;Francophone Christian Social Party -- Humanist Democratic Centre;5,4974;64;816;486;987;1192
BEL;Belgium;parliament;2014-05-25;5,32;6;150;AGL-Gr;Agalev – Groen;Agalev -- Green;2,5762;64;816;486;987;1594
BEL;Belgium;parliament;2014-05-25;3,3;6;150;Ecolo;Écologistes Confédérés pour l'organisation de luttes originales;Confederated ecologists for the organisation of original struggles;2,641;64;816;486;987;161
BEL;Belgium;parliament;2014-05-25;3,67;3;150;VB;Vlaams Blok;Flemish Block;9,6622;64;816;486;987;993
