country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id
AUT;Austria;parliament;2019-09-29;37,5;71;183;OVP;Österreichische Volkspartei;Austrian People's Party;6,4733;59;1080;1019;1600;1013
AUT;Austria;parliament;2019-09-29;21,2;40;183;SPO;Sozialdemokratische Partei Österreichs;Social Democratic Party of Austria;3,7293;59;1080;1019;1600;973
AUT;Austria;parliament;2019-09-29;16,2;31;183;FPO;Freiheitliche Partei Österreichs;Freedom Party of Austria;8,3494;59;1080;1019;1600;50
AUT;Austria;parliament;2019-09-29;13,9;26;183;Gruene;Die Grünen – Die Grüne Alternative;The Greens -- The Green Alternative;2,4604;59;1080;1019;1600;1429
AUT;Austria;parliament;2019-09-29;8,1;15;183;NEOS;NEOS – Das Neue Österreich;NEOS -- The New Austria;6;59;1080;1019;1600;2255
AUT;Austria;parliament;2019-09-29;1,9;0;183;PILZ;JETZT – Liste Pilz;JETZT -- Pilz List;2,5;59;1080;1019;1600;2651
BEL;Belgium;parliament;2019-05-26;16,03;25;150;N-VA;Nieuw-Vlaamse Alliantie;New Flemish Alliance;6,5321;64;1048;816;1586;501
BEL;Belgium;parliament;2019-05-26;9,46;20;150;PS;Parti Socialiste;Socialist Party [Francophone];2,9307;64;1048;816;1586;1378
BEL;Belgium;parliament;2019-05-26;11,95;18;150;VB;Vlaams Blok | Vlaams Belang;Flemish Block | Flemish Interest;9,6622;64;1048;816;1586;993
BEL;Belgium;parliament;2019-05-26;7,56;14;150;MR;Mouvement Réformateur;Reformist Movement;6,6889;64;1048;816;1586;915
BEL;Belgium;parliament;2019-05-26;6,14;13;150;Ecolo;Écologistes Confédérés pour l'organisation de luttes originales;Confederated ecologists for the organisation of original struggles;2,641;64;1048;816;1586;161
BEL;Belgium;parliament;2019-05-26;8,54;12;150;PVV|VLD;Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten;Party of Liberty and Progress | Flemish Liberals and Democrats;7,0053;64;1048;816;1586;1110
BEL;Belgium;parliament;2019-05-26;8,89;12;150;CVP|CD&V;Christelijke Volkspartij | Christen-Democratisch en Vlaams;Flemish Christian Peoples Party | Christian Democrats & Flemish;5,7667;64;1048;816;1586;723
BEL;Belgium;parliament;2019-05-26;8,62;12;150;PA-PTB;Partij van de Arbeid – Parti du Travail de Belgique;Workers' Party of Belgium;1,3;64;1048;816;1586;256
BEL;Belgium;parliament;2019-05-26;6,71;9;150;SP;Socialistische Partij;Socialist Party;3,2459;64;1048;816;1586;1029
BEL;Belgium;parliament;2019-05-26;6,1;8;150;AGL-Gr;Agalev – Groen;Agalev -- Green;2,5762;64;1048;816;1586;1594
BEL;Belgium;parliament;2019-05-26;3,7;5;150;PSC-CDH;Parti Social Chrétien – Centre Democrate Humaniste;Francophone Christian Social Party -- Humanist Democratic Centre;5,4974;64;1048;816;1586;1192
BEL;Belgium;parliament;2019-05-26;2,22;2;150;FDF;Front Démocratique des Francophones | DéFI;Francophone Democratic Front;6,1259;64;1048;816;1586;969
BEL;Belgium;parliament;2019-05-26;1,11;0;150;Pp;Parti populaire;People's Party;7,4;64;1048;816;1586;438
BGR;Bulgaria;parliament;2021-11-14;25,67;67;240;PP;Prodalzhavame promyanata;We Continue the Change;;10;1106;1102;1658;2847
BGR;Bulgaria;parliament;2021-11-14;22,74;59;240;GERB;Grazhdani za Evropeysko Razvitie na Balgariya;Citizens for European Development of Bulgaria;8,8;10;1106;1102;1658;1541
BGR;Bulgaria;parliament;2021-11-14;13;34;240;DPS;Dvizhenie za Prava i Svobodi;Movement for Rights and Freedoms;4,5828;10;1106;1102;1658;1286
BGR;Bulgaria;parliament;2021-11-14;10,21;26;240;KzB|DL;Koalitsiya za Balgariya | Demokratichna Levitsa;Coalition for Bulgaria | Democratic Left;2,8982;10;1106;1102;1658;1160
BGR;Bulgaria;parliament;2021-11-14;9,52;25;240;ITN;Ima takav narod;There Is Such a People;7,4;10;1106;1102;1658;2836
BGR;Bulgaria;parliament;2021-11-14;6,28;16;240;DSB|DB;Demokrati za Silna Balgariya | Demokratichna Balgariya;Democrats for a Strong Bulgaria | Democratic Bulgaria;7,85;10;1106;1102;1658;57
BGR;Bulgaria;parliament;2021-11-14;4,86;13;240;R;Vazrazhdane;Revival;8,8;10;1106;1102;1658;2640
BGR;Bulgaria;parliament;2021-11-14;2,29;0;240;IS;Izpravi se!;Stand up!;3,3;10;1106;1102;1658;2838
BGR;Bulgaria;parliament;2021-11-14;1,08;0;240;VMRO;VMRO – Balgarsko Natsionalno Dvizhenie;IMRO -- Bulgarian National Movement;7,4;10;1106;1102;1658;2212
CYP;Cyprus;parliament;2021-05-30;27,77;17;56;DISY;Dimokratikós Sinayermós;Democratic Rally;8,6842;51;1095;1004;1628;1575
CYP;Cyprus;parliament;2021-05-30;22,34;15;56;AKEL;Anorthotikó Kómma Ergazómenou Laoú;Progressive Party of Working People;1,0526;51;1095;1004;1628;572
CYP;Cyprus;parliament;2021-05-30;11,29;9;56;DIKO;Dimokratikó Kómma;Democratic Party;5,1316;51;1095;1004;1628;851
CYP;Cyprus;parliament;2021-05-30;6,78;4;56;ELAM;Ethniko Laiko Metopo;National Popular Front;8,8;51;1095;1004;1628;1768
CYP;Cyprus;parliament;2021-05-30;6,72;4;56;EDEK;Kinima Sosialdimokraton EDEK;Movement for Social Democracy EDEK;3,2895;51;1095;1004;1628;945
CYP;Cyprus;parliament;2021-05-30;6,1;4;56;DP;Dimokratiki Parataxi;Democratic Alignment;6;51;1095;1004;1628;2741
CYP;Cyprus;parliament;2021-05-30;4,41;3;56;KOP;Kinima Oikologoi Perivallontistoi;Ecological and Environmental Movement;5,7895;51;1095;1004;1628;1621
CYP;Cyprus;parliament;2021-05-30;1;0;56;KGTZTK;Kinima gia ta zoa tis Kíprou;Animal Party Cyprus;;51;1095;1004;1628;2627
CYP;Cyprus;parliament;2021-05-30;2,31;0;56;KINHMA;Kinima Allileggiis;Solidarity Movement;8,8;51;1095;1004;1628;2626
CYP;Cyprus;parliament;2021-05-30;3,27;0;56;EP;Energi Polites;Active Citizens;1,3;51;1095;1004;1628;2815
CYP;Cyprus;parliament;2021-05-30;2,82;0;56;Anex;Independents Movement;Independents Movement;6;51;1095;1004;1628;2817
CYP;Cyprus;parliament;2021-05-30;1,35;0;56;AM;Afypnisis 2020;Awakening 2020;;51;1095;1004;1628;2819
CYP;Cyprus;parliament;2021-05-30;1,56;0;56;AK; Ammókhostos yia tin Kípro;Famagusta for Cyprus;6;51;1095;1004;1628;2818
CYP;Cyprus;parliament;2021-05-30;1,28;0;56;PL; Pní Laoú;People's Breath;8,8;51;1095;1004;1628;2820
CZE;Czech Republic;parliament;2021-10-09;27,13;72;200;ANO;Akce nespokojených občanů 2011;Action of Dissatisfied Citizens 2011;6;68;1099;1020;1534;2263
CZE;Czech Republic;parliament;2021-10-09;27,79;71;200;ODS;Občanská demokratická strana;Civic Democratic Party;7,3637;68;1099;1020;1534;829
CZE;Czech Republic;parliament;2021-10-09;15,62;37;200;STAN;Starostové a nezávislí;Mayors and Independents;6;68;1099;1020;1534;2024
CZE;Czech Republic;parliament;2021-10-09;9,56;20;200;SPD;Svoboda a přímá demokracie ;Freedom and Direct Democracy ;8,8;68;1099;1020;1534;2654
CZE;Czech Republic;parliament;2021-10-09;4,66;0;200;CSSD;Česká strana sociálně demokratická;Czech Social Democratic Party;3,0463;68;1099;1020;1534;789
CZE;Czech Republic;parliament;2021-10-09;3,61;0;200;KSCM;Komunistická strana Cech a Moravy;Communist Party of Bohemia and Moravia;0,7498;68;1099;1020;1534;1173
CZE;Czech Republic;parliament;2021-10-09;4,68;0;200;P;Přísaha;Oath;;68;1099;1020;1534;2831
CZE;Czech Republic;parliament;2021-10-09;1,33;0;200;VB;Volný blok;Free Bloc;8,8;68;1099;1020;1534;2854
CZE;Czech Republic;parliament;2021-10-09;2,76;0;200;Tri;Trikolóra;Tricolour Citizens' Movement;8,8;68;1099;1020;1534;2832
CZE;Czech Republic;parliament;2021-10-09;0,99;0;200;SZ;Strana zelených;Green Party;4,123;68;1099;1020;1534;196
DEU;Germany;parliament;2021-09-26;25,74;206;736;SPD;Sozialdemokratische Partei Deutschlands;Social Democratic Party of Germany;3,6451;54;1096;1016;1528;558
DEU;Germany;parliament;2021-09-26;18,9;152;736;CDU;Christlich Demokratische Union;Christian Democratic Union;6,2503;54;1096;1016;1528;808
DEU;Germany;parliament;2021-09-26;14,75;118;736;B90/Gru;Bündnis 90 / Die Grünen;Alliance 90 / Greens;2,9308;54;1096;1016;1528;772
DEU;Germany;parliament;2021-09-26;11,46;92;736;FDP;Freie Demokratische Partei;Free Democratic Party;5,9233;54;1096;1016;1528;543
DEU;Germany;parliament;2021-09-26;10,34;83;736;AfD;Alternative für Deutschland;Alternative for Germany;8,8;54;1096;1016;1528;2253
DEU;Germany;parliament;2021-09-26;5,17;45;736;CSU;Christlich Soziale Union;Christian Social Union;7,2871;54;1096;1016;1528;1180
DEU;Germany;parliament;2021-09-26;4,89;39;736;PDS|Li;PDS | Die Linke;PDS | The Left;1,2152;54;1096;1016;1528;791
DEU;Germany;parliament;2021-09-26;0,12;1;736;SSW;Südschleswigscher Wählerverband;South Schleswig Voter League;;54;1096;1016;1528;2850
DEU;Germany;parliament;2021-09-26;2,43;0;736;FW;Freie Wähler;Free Voters;7,4;54;1096;1016;1528;41
DEU;Germany;parliament;2021-09-26;0,99;0;736;PARTEI;Die PARTEI;The PARTY;;54;1096;1016;1528;2649
DEU;Germany;parliament;2021-09-26;1,36;0;736;dieBasis;Basisdemokratische Partei Deutschland;Grassroots Democratic Party of Germany;;54;1096;1016;1528;2821
DEU;Germany;parliament;2021-09-26;1,45;0;736;Tier;Tierschutzpartei;Animal Protection Party;;54;1096;1016;1528;301
DNK;Denmark;parliament;2019-06-05;25,9;48;179;Sd;Socialdemokraterne;Social Democrats;3,8011;21;1077;976;1497;1629
DNK;Denmark;parliament;2019-06-05;23,4;43;179;V;Venstre;Liberal Party;7,292;21;1077;976;1497;1605
DNK;Denmark;parliament;2019-06-05;8,6;16;179;RV;Det Radikale Venstre;Danish Social Liberal Party;4,8736;21;1077;976;1497;211
DNK;Denmark;parliament;2019-06-05;8,7;16;179;DF;Dansk Folkeparti;Danish Peoples Party;8,2269;21;1077;976;1497;1418
DNK;Denmark;parliament;2019-06-05;7,7;14;179;SF;Socialistisk Folkeparti;Socialist Peoples Party;2,1347;21;1077;976;1497;1644
DNK;Denmark;parliament;2019-06-05;6,9;13;179;En-O;Enhedslisten – De Rød-Grønne;Red-Green Alliance;0,8912;21;1077;976;1497;306
DNK;Denmark;parliament;2019-06-05;6,6;12;179;KF;Konservative;Conservatives;7,2186;21;1077;976;1497;590
DNK;Denmark;parliament;2019-06-05;3;5;179;A;Alternativet;The Alternative;2,5;21;1077;976;1497;2567
DNK;Denmark;parliament;2019-06-05;2,4;4;179;NB;Nye Borgerlige;The New Right;8,8;21;1077;976;1497;2781
DNK;Denmark;parliament;2019-06-05;2,3;4;179;NLA;Ny-Liberal Alliance;New-Liberal Alliance;6;21;1077;976;1497;376
DNK;Denmark;parliament;2019-06-05;;1;179;Sbf;Sambandsflokkurin;Union Party (Faroe Islands);7,4;21;1077;976;1497;1892
DNK;Denmark;parliament;2019-06-05;;1;179;Jf;Javnaðarflokkurin;Social Democratic Party (Faroe Islands);3,3;21;1077;976;1497;1894
DNK;Denmark;parliament;2019-06-05;;1;179;IA;Inuit Ataqatigiit;Community of the People;1,3;21;1077;976;1497;1891
DNK;Denmark;parliament;2019-06-05;;1;179;Si;Siumut;Forward (Greenland);3,3;21;1077;976;1497;74
DNK;Denmark;parliament;2019-06-05;1,7;0;179;KrF;Kristeligt Folkeparti;Christian People's Party;5,6982;21;1077;976;1497;1331
